TEXT (BAHASA),TEXT (ENGLISH),DATA STATUS,FIRST ANNOTATOR,SECOND ANNOTATOR
"Salah satu kejadian terakhir yang saya alami adalah ketika saya tertolak snbp. Saya telah bekerja keras dalam mencapai prestasi akademik yang baik untuk masa depan saya. Namun suatu ketika saat mendaftar ke PTN, ternyata saya tidak lulus lewat jalur SNBP. Awalnya saya merasa sangat kecewa dengan diri sendiri dan merasa bahwa semua usaha saya telah sia-sia. Saya berpikir dalam hitam-putih, merasa bahwa hanya ada dua kemungkinan: sukses atau kegagalan total. $Saya merasa bahwa karena saya tidak lulus snbp, maka saya dianggap gagal sepenuhnya.$
Namun, seiring berjalannya waktu, saya mulai melihat situasi ini dengan perspektif yang lebih seimbang. Saya menyadari bahwa masih banyak kesempatan dan peluang yang bisa kita raih. Mungkin kegagalan adalah suatu bentuk motivasi diri agar lebih semangat. Oleh karena itu saya termotivasi dan berusaha untuk mengejar SNBT. Dan akhirnya lulus. Dari sini saya menyadari bahwa dalam kehidupan, tidak semuanya hanya hitam-putih atau sukses-gagal. Tetapi adalah tentang jatuh bangun yang bisa mendewasakan dan memajukan hidup kita.","One of the last incidents I experienced was when I was rejected by snbp. I have worked hard in achieving good academic achievements for my future. However, one day when I registered for PTN, it turned out that I did not pass the SNBP route. At first I felt very disappointed with myself and felt that all my efforts had been in vain. I thought in black and white, feeling that there were only two possibilities: success or complete failure. $I feel that because I didn't pass snbp, then I am considered a complete failure.$
However, as time went on, I started to see this situation with a more balanced perspective. I realize that there are still many opportunities and possibilities that we can achieve. Maybe failure is a form of self-motivation to be more enthusiastic. Therefore I am motivated and trying to pursue SNBT. And finally graduated. From here I realized that in life, not everything is just black and white or success and failure. But it is about the ups and downs that can mature and advance our lives.",RAW-ORI,All-or-nothing,All-or-nothing
Mungkin saya mengalami hal tersebut namun untungnya di sisi positifnya. Saat tes snbt untuk masuk ptn kemarin saya merasa $jika saya tidak masuk psikologi saya tidak tau harus berkuliah di jurusan apa.$,"Maybe I experienced this, but fortunately on the positive side. During the snbt test to enter ptn yesterday I felt that if I didn't go into psychology I wouldn't know what major to study.$",RAW-ORI,All-or-nothing,All-or-nothing
"$Kalau ujian bahasa inggris menurutku dapat nilai 80 itu udah gagal.$ It’s okay kalau mata pelajaran lain. Tapi kalau bahasa inggris? Aku bakal kecewa banget, 90 itu minimal nilai yang harus aku capai. Kalau di bawah itu artinya aku gagal","$If you get an English exam, in my opinion, getting a score of 80 is already a failure.$ It's okay if it's another subject. But what about English? I will be really disappointed, 90 is the minimum score I have to achieve. If it's below that means I failed",RAW-ORI,All-or-nothing,All-or-nothing
"$Bila tugas saya bukan yang menjadi hasil terbaik, maka tugas tersebut menjadi yang paling buruk.$","$If my task is not the best result, then the task is the worst.$",RAW-ORI,All-or-nothing,All-or-nothing
"Saat ini saya sedang menyukai seseorang yang abu-abu apakah dia menyukai saya juga atau tidak. Di waktu yang bersamaan, saat ini pula saya sedang di dekati oleh 2 orang lelaki lain juga. Namun bagi saya, $saya hanya mau menyerahkan hati saya kepafa seseorang yang saya sukai, saya tidak mau menjalin hubungan jika bukan dengannya.$","I currently like someone who is confused about whether he likes me back or not. At the same time, I was also being approached by 2 other men. But for me, I only want to give my heart to someone I like, I don't want to be in a relationship if it's not with him.",RAW-ORI,All-or-nothing,All-or-nothing
"pernah saya mengalami hal yang sama, yang dimana saya pernah mempunyai ambisi menjadi sebuah musisi, akan tetapi tujuannya menjadi seorang musisi adalah untuk mendapatkan validasi external oleh orang lain, sehingga saya melihat ambisi atau passion ini secara ekstrem. $apabila saya tidak bisa menjadi musisi maka saya akan punya anggapan bahwa saya tidak layak dihargai dan dicintai.$","I once experienced the same thing, where I once had the ambition to become a musician, but the goal of becoming a musician was to get external validation by other people, so I saw this ambition or passion in an extreme way. $if I can't be a musician then I will think that I am not worthy of respect and love.$",RAW-ORI,All-or-nothing,All-or-nothing
"Sebagai seseorang yang tidak mudah dalam bersosialisasi, dulu saya sempat berpikir bahwa apabila $saya pintar maka saya akan memiliki banyak teman. Sebaliknya, apabila saya biasa saja (tidak pintar) maka tidak ada teman yang akan mau berkenalan dengan saya.$ Namun, hal tersebut ternyata hanya omong kosong. Buktinya, pertemanan sehat hingga saat ini masih terjalin diantara saya dengan teman-teman saya semasa SMA. Sesungguhnya, teman sejati tidak akan memerlukan alasan untuk bertahan.","As someone who doesn't socialize easily, I used to think that if I was smart then I would have lots of friends. On the other hand, if I was just ordinary (not smart) then no friend would want to get to know me. However, this turned out to be just empty talk. The proof is that healthy friendships still exist between me and my friends from high school. In fact, true friends will not need a reason to stay.",RAW-ORI,All-or-nothing,All-or-nothing
"$Saya menaruh ekspetasi sangat tinggi terhadap pendidikan, terutama nilai ujian. Apabila saya mendapat nilai kurang dari 90, saya akan merasa kesal dan sedih.$","$I have very high expectations for education, especially for exam scores. If I get less than 90, I will feel upset and sad.$",RAW-ORI,All-or-nothing,All-or-nothing
saat dulu $saya tidak diterima di SMA Negeri saya pernah berpikir bahwa masa depan saya akan sulit saat mencari PTN$ karena saya menganggap bahwa SMA Swasta tidak akan membawa kepositifan pada saya.,"When I was not accepted into a public high school, I thought that my future would be difficult when looking for a PTN because I thought that a private high school would not bring positivity to me.",RAW-ORI,All-or-nothing,All-or-nothing
"Saya pernah putus dengan pacar saya dan menganggap bahwa $“jika bukan dia, saya tidak mau”.$","I once broke up with my boyfriend and thought that $“if it's not him, I don't want to.”$",RAW-ORI,All-or-nothing,All-or-nothing
"Ketika saya dinyatakan tidak lulus tes snbt, tentunya saya sangat kecewa dengan diri saya sendiri. Dan disaat saya memutuskan untuk mendaftar di Universitas swasta yang tergolong kurang terlihat dikalangan mahasiswa/kurang terkenal (no offense :) ), $disitulah saya merasa saya tidak akan sukses, tidak memiliki masa depan, benar-benar saya sudah pasrah saat itu juga.$ Namun akhirnya saya mencoba jalur mandiri sendiri dan ya akhirnya disinilah saya :).","When I was declared not to have passed the snbt test, of course I was very disappointed with myself. And when I decided to enroll in a private university which was classified as less visible among students/less well known (no offense :) ), $ that's when I felt I wouldn't be successful, had no future, I really gave up right then and there. $ But finally I tried my own independent path and yes, finally here I am :).",RAW-ORI,All-or-nothing,All-or-nothing
Setiap ulangan pada masa SMA sekolahku memiliki KKM/standard nilai 75 tetapi $jika aku mendapatkan nya 76-79 aku sudah merasa gagal karena aku menganggap bahwa sama saja seperti tidak lulus$,"Every test during my high school days had a KKM/standard score of 75, but if I got 76-79, I felt like I had failed because I thought it was the same as not graduating.",RAW-ORI,All-or-nothing,All-or-nothing
"$Ketika saya gagal memasukkan bola ke dalam ring basket, saya merasa saya tidak akan bisa menguasai basket$","$When I fail to put the ball into the basketball hoop, I feel like I won't be able to master basketball$",RAW-ORI,All-or-nothing,All-or-nothing
"pernah berada dalam situasi dimana merasa berambisi mengejar sesuatu yang berkaitan dengan masa depan, yang ada dalam pikiran saya hanya, bagaimana membahagiakan orang tua? hal itu jadi dasar fondasi yang amat kuat dan ketika lagi lagi menggantungkan harapan yang kuat pada hal yang diluar kendali kita maka harus siap dengan konsekuensinya, dan Tuhan berkhendak lain, saya belum berhasil mencapainya, sempat menganggap apa saya se menyedihkan itu? namun tidak berlangsung lama, saya menyadari, skenario Tuhan lebih indah, Tuhan ingin saya menjadi lebih dewasa dan matang dan cara satu satunya adalah merasakan kegagalan, dan proses berdamai dengan kegagalan tersebut, terima kasih Tuhan.","Have I ever been in a situation where I felt ambitious about pursuing something related to the future, all I could think about was, how do I make my parents happy? This is the foundation of a very strong foundation and when we are pinning strong hopes on things that are beyond our control, we have to be prepared for the consequences, and God has other plans, I haven't succeeded in achieving it, have you ever thought about how pathetic I am? but it didn't last long, I realized, God's scenario is more beautiful, God wants me to become more mature and mature and the only way is to experience failure, and the process of making peace with that failure, thank God.",RAW-ORI,All-or-nothing,All-or-nothing
$dulu saya selalu kesal dan merasa gagal pada diri sendiri jika tidak mendapatkan nilai yang sempurna walau hanya kurang 3 poin$,$I used to always get annoyed and feel like I failed myself if I didn't get a perfect score even if it was only 3 points short,RAW-ORI,All-or-nothing,All-or-nothing
"Peristiwa seperti ini pernah saya alami dan berkaitan dengan perjuangan saya untuk bisa masuk ke kampus impian saya. Saya memiliki keinginan untuk masuk di salah satu jurusan impian di kampus impian saya, namun pada ujian masuk ptn pertama saya gagal seleksi. Saya ditawarkan untuk mencari kampus lain yang ada, tanpa diberikan syarat atau tuntutan harus di kampus apa dan jurusan apa. Saya diberikan kebebasan untuk memilih, tetapi saya tidak mau, karena saya benar-benar ingin menggapai impian saya. $Saya memilih untuk tidak mencoba untuk berkuliah di tempat lain di tahun itu, dan mencoba kembali di tahun depan.$ Saya benar-benar berjuang kembali di tahun berikutnya untuk mencapai hal yang saya impikan.","I have experienced events like this and are related to my struggle to get into my dream campus. I had the desire to enter one of my dream majors at my dream campus, but at the first PTN entrance exam I failed the selection. I was offered to look for another existing campus, without being given conditions or demands on what campus I should be at and what major. I was given the freedom to choose, but I didn't want to, because I really wanted to achieve my dreams. $I chose not to try to study elsewhere that year, and tried again the next year.$ I really struggled again the following year to achieve what I dreamed of.",RAW-ORI,All-or-nothing,All-or-nothing
"$Saya ketika SMA berharap bisa masuk Universitas Udayana, jika tidak dapat disana lebih baik saya tidak usah kuliah$","$When I was in high school I hoped to enter Udayana University, if I couldn't get there it would be better if I didn't go to college$",RAW-ORI,All-or-nothing,All-or-nothing
"Pada saat lulus SMA, saya bermimpi menjadi psikolog atau dokter, di saat itu, saya mendaftar keduanya dan di kampus yang berbeda, pada kejadian itu saya berpikir bahwa apabila saya ditakdirkan untuk lolos kedokteran maka itulah adalah jalan Tuhan yang terbaik untuk saya dan begitu juga dengan psikologi, apabila Tuhan mentakdirkan saya untuk di lolos psikologi, maka itu adalah jalan terbaik-Nya. Jadi, $saya hanya memiliki dua opsi tersebut, entah itu jadi dokter atau psikolog dan tetapi, apabila tidak lolos keduanya, maka saya akan gap year pada saat itu. Jadi, saya hanya melihat dengan sukses-gagal.$","When I graduated from high school, I dreamed of becoming a psychologist or a doctor. At that time, I applied for both at different campuses. At that time, I thought that if I was destined to pass medicine then that was God's best way for me and the same thing with psychology, if God destined me to pass psychology, then that was His best way. So, I only have two options, either becoming a doctor or a psychologist and however, if I don't pass both, then I will have a gap year at that time. So, I just look at success-failure.$",RAW-ORI,All-or-nothing,All-or-nothing
